"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"AL","Dallas County","01047","central","Dallas County, AL (central): 01047","42820","Selma, AL","micro","Selma, AL (micro): 42820","c('01047')","388","Montgomery-Selma, AL","Montgomery-Selma, AL: 388","c('01001','01051','01085','01101','01047')"
"NY","Seneca County","36099","central","Seneca County, NY (central): 36099","42900","Seneca Falls, NY","micro","Seneca Falls, NY (micro): 42900","c('36099')","464","Rochester-Batavia-Seneca Falls, NY","Rochester-Batavia-Seneca Falls, NY: 464","c('36037','36051','36055','36069','36073','36117','36099')"
"SC","Oconee County","45073","central","Oconee County, SC (central): 45073","42860","Seneca, SC","micro","Seneca, SC (micro): 42860","c('45073')","273","Greenville-Spartanburg-Anderson, SC","Greenville-Spartanburg-Anderson, SC: 273","c('45021','45007','45045','45059','45077','45001','45047','45073','45083','45087')"
"TN","Sevier County","47155","central","Sevier County, TN (central): 47155","42940","Sevierville, TN","micro","Sevierville, TN (micro): 42940","c('47155')","315","Knoxville-Morristown-Sevierville, TN","Knoxville-Morristown-Sevierville, TN: 315","c('47001','47009','47013','47057','47093','47105','47129','47145','47173','47063','47089','47029','47155')"
"IN","Jackson County","18071","central","Jackson County, IN (central): 18071","42980","Seymour, IN","micro","Seymour, IN (micro): 42980","c('18071')","294","Indianapolis-Carmel-Muncie, IN","Indianapolis-Carmel-Muncie, IN: 294","c('18005','18107','18133','18031','18011','18013','18057','18059','18063','18081','18095','18097','18109','18145','18159','18067','18035','18065','18103','18071')"
"WI","Menominee County","55078","outlying","Menominee County, WI (outlying): 55078","43020","Shawano, WI","micro","Shawano, WI (micro): 43020","c('55078','55115')","267","Green Bay-Shawano, WI","Green Bay-Shawano, WI: 267","c('55009','55061','55083','55078','55115')"
"WI","Shawano County","55115","central","Shawano County, WI (central): 55115","43020","Shawano, WI","micro","Shawano, WI (micro): 43020","c('55078','55115')","267","Green Bay-Shawano, WI","Green Bay-Shawano, WI: 267","c('55009','55061','55083','55078','55115')"
"OK","Pottawatomie County","40125","central","Pottawatomie County, OK (central): 40125","43060","Shawnee, OK","micro","Shawnee, OK (micro): 43060","c('40125')","416","Oklahoma City-Shawnee, OK","Oklahoma City-Shawnee, OK: 416","c('40017','40027','40051','40081','40083','40087','40109','40125')"
"WI","Sheboygan County","55117","central","Sheboygan County, WI (central): 55117","43100","Sheboygan, WI","metro","Sheboygan, WI (metro): 43100","c('55117')","","","",""
"NC","Cleveland County","37045","central","Cleveland County, NC (central): 37045","43140","Shelby-Kings Mountain, NC","micro","Shelby-Kings Mountain, NC (micro): 43140","c('37045')","172","Charlotte-Concord, NC-SC","Charlotte-Concord, NC-SC: 172","c('37167','37007','37025','37071','37097','37109','37119','37159','37179','45023','45057','45091','37003','37023','37027','37035','37111','37045')"
"TN","Bedford County","47003","central","Bedford County, TN (central): 47003","43180","Shelbyville, TN","micro","Shelbyville, TN (micro): 43180","c('47003')","400","Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN: 400","c('47099','47117','47015','47021','47037','47043','47081','47111','47119','47147','47149','47159','47165','47169','47187','47189','47003','47031','47127','47051')"
"WA","Mason County","53045","central","Mason County, WA (central): 53045","43220","Shelton, WA","micro","Shelton, WA (micro): 43220","c('53045')","500","Seattle-Tacoma, WA","Seattle-Tacoma, WA: 500","c('53035','53041','53057','53029','53067','53033','53053','53061','53045')"
"WY","Sheridan County","56033","central","Sheridan County, WY (central): 56033","43260","Sheridan, WY","micro","Sheridan, WY (micro): 43260","c('56033')","","","",""
"TX","Grayson County","48181","central","Grayson County, TX (central): 48181","43300","Sherman-Denison, TX","metro","Sherman-Denison, TX (metro): 43300","c('48181')","206","Dallas-Fort Worth, TX-OK","Dallas-Fort Worth, TX-OK: 206","c('48213','48147','48349','48085','48113','48121','48139','48231','48251','48257','48367','48397','48439','48497','40013','48097','48221','48363','48181','48223')"
"AZ","Navajo County","04017","central","Navajo County, AZ (central): 04017","43320","Show Low, AZ","micro","Show Low, AZ (micro): 43320","c('04017')","","","",""
"LA","Bossier Parish","22015","central","Bossier Parish, LA (central): 22015","43340","Shreveport-Bossier City, LA","metro","Shreveport-Bossier City, LA (metro): 43340","c('22015','22017','22031')","508","Shreveport-Bossier City-Minden, LA","Shreveport-Bossier City-Minden, LA: 508","c('22119','22015','22017','22031')"
"LA","Caddo Parish","22017","central","Caddo Parish, LA (central): 22017","43340","Shreveport-Bossier City, LA","metro","Shreveport-Bossier City, LA (metro): 43340","c('22015','22017','22031')","508","Shreveport-Bossier City-Minden, LA","Shreveport-Bossier City-Minden, LA: 508","c('22119','22015','22017','22031')"
"LA","De Soto Parish","22031","outlying","De Soto Parish, LA (outlying): 22031","43340","Shreveport-Bossier City, LA","metro","Shreveport-Bossier City, LA (metro): 43340","c('22015','22017','22031')","508","Shreveport-Bossier City-Minden, LA","Shreveport-Bossier City-Minden, LA: 508","c('22119','22015','22017','22031')"
"OH","Shelby County","39149","central","Shelby County, OH (central): 39149","43380","Sidney, OH","micro","Sidney, OH (micro): 43380","c('39149')","212","Dayton-Springfield-Kettering, OH","Dayton-Springfield-Kettering, OH: 212","c('39057','39109','39113','39037','39149','39023','39021')"
"AZ","Cochise County","04003","central","Cochise County, AZ (central): 04003","43420","Sierra Vista-Douglas, AZ","metro","Sierra Vista-Douglas, AZ (metro): 43420","c('04003')","","","",""
"MO","Mississippi County","29133","outlying","Mississippi County, MO (outlying): 29133","43460","Sikeston, MO","micro","Sikeston, MO (micro): 43460","c('29133','29201')","164","Cape Girardeau-Sikeston, MO-IL","Cape Girardeau-Sikeston, MO-IL: 164","c('17003','29017','29031','29133','29201')"
"MO","Scott County","29201","central","Scott County, MO (central): 29201","43460","Sikeston, MO","micro","Sikeston, MO (micro): 43460","c('29133','29201')","164","Cape Girardeau-Sikeston, MO-IL","Cape Girardeau-Sikeston, MO-IL: 164","c('17003','29017','29031','29133','29201')"
"NM","Grant County","35017","central","Grant County, NM (central): 35017","43500","Silver City, NM","micro","Silver City, NM (micro): 43500","c('35017')","","","",""
"IA","Woodbury County","19193","central","Woodbury County, IA (central): 19193","43580","Sioux City, IA-NE-SD","metro","Sioux City, IA-NE-SD (metro): 43580","c('19193','31043','46127')","512","Sioux City-Le Mars, IA-NE-SD","Sioux City-Le Mars, IA-NE-SD: 512","c('19149','19193','31043','46127')"
"NE","Dakota County","31043","central","Dakota County, NE (central): 31043","43580","Sioux City, IA-NE-SD","metro","Sioux City, IA-NE-SD (metro): 43580","c('19193','31043','46127')","512","Sioux City-Le Mars, IA-NE-SD","Sioux City-Le Mars, IA-NE-SD: 512","c('19149','19193','31043','46127')"
"SD","Union County","46127","central","Union County, SD (central): 46127","43580","Sioux City, IA-NE-SD","metro","Sioux City, IA-NE-SD (metro): 43580","c('19193','31043','46127')","512","Sioux City-Le Mars, IA-NE-SD","Sioux City-Le Mars, IA-NE-SD: 512","c('19149','19193','31043','46127')"
"MN","Rock County","27133","outlying","Rock County, MN (outlying): 27133","43620","Sioux Falls, SD-MN","metro","Sioux Falls, SD-MN (metro): 43620","c('27133','46083','46087','46099','46125')","","","",""
"SD","Lincoln County","46083","central","Lincoln County, SD (central): 46083","43620","Sioux Falls, SD-MN","metro","Sioux Falls, SD-MN (metro): 43620","c('27133','46083','46087','46099','46125')","","","",""
"SD","McCook County","46087","outlying","McCook County, SD (outlying): 46087","43620","Sioux Falls, SD-MN","metro","Sioux Falls, SD-MN (metro): 43620","c('27133','46083','46087','46099','46125')","","","",""
"SD","Minnehaha County","46099","central","Minnehaha County, SD (central): 46099","43620","Sioux Falls, SD-MN","metro","Sioux Falls, SD-MN (metro): 43620","c('27133','46083','46087','46099','46125')","","","",""
"SD","Turner County","46125","outlying","Turner County, SD (outlying): 46125","43620","Sioux Falls, SD-MN","metro","Sioux Falls, SD-MN (metro): 43620","c('27133','46083','46087','46099','46125')","","","",""
"LA","St. Tammany Parish","22103","central","St. Tammany Parish, LA (central): 22103","43640","Slidell-Mandeville-Covington, LA","metro","Slidell-Mandeville-Covington, LA (metro): 43640","c('22103')","406","New Orleans-Metairie-Slidell, LA-MS","New Orleans-Metairie-Slidell, LA-MS: 406","c('22117','22051','22071','22075','22087','22089','22093','22095','28109','22103')"
"TX","Scurry County","48415","central","Scurry County, TX (central): 48415","43660","Snyder, TX","micro","Snyder, TX (micro): 43660","c('48415')","","","",""
"KY","Pulaski County","21199","central","Pulaski County, KY (central): 21199","43700","Somerset, KY","micro","Somerset, KY (micro): 43700","c('21199')","","","",""
"PA","Somerset County","42111","central","Somerset County, PA (central): 42111","43740","Somerset, PA","micro","Somerset, PA (micro): 43740","c('42111')","306","Johnstown-Somerset, PA","Johnstown-Somerset, PA: 306","c('42021','42111')"
"CA","Tuolumne County","06109","central","Tuolumne County, CA (central): 06109","43760","Sonora, CA","micro","Sonora, CA (micro): 43760","c('06109')","","","",""
"IN","St. Joseph County","18141","central","St. Joseph County, IN (central): 18141","43780","South Bend-Mishawaka, IN-MI","metro","South Bend-Mishawaka, IN-MI (metro): 43780","c('18141','26027')","515","South Bend-Elkhart-Mishawaka, IN-MI","South Bend-Elkhart-Mishawaka, IN-MI: 515","c('18039','26021','18099','18141','26027','18085')"
"MI","Cass County","26027","central","Cass County, MI (central): 26027","43780","South Bend-Mishawaka, IN-MI","metro","South Bend-Mishawaka, IN-MI (metro): 43780","c('18141','26027')","515","South Bend-Elkhart-Mishawaka, IN-MI","South Bend-Elkhart-Mishawaka, IN-MI: 515","c('18039','26021','18099','18141','26027','18085')"
"WI","Monroe County","55081","central","Monroe County, WI (central): 55081","43890","Sparta, WI","micro","Sparta, WI (micro): 43890","c('55081')","317","La Crosse-Onalaska-Sparta, WI-MN","La Crosse-Onalaska-Sparta, WI-MN: 317","c('27055','55063','55123','55081')"
"SC","Spartanburg County","45083","central","Spartanburg County, SC (central): 45083","43900","Spartanburg, SC","metro","Spartanburg, SC (metro): 43900","c('45083','45087')","273","Greenville-Spartanburg-Anderson, SC","Greenville-Spartanburg-Anderson, SC: 273","c('45021','45007','45045','45059','45077','45001','45047','45073','45083','45087')"
"SC","Union County","45087","outlying","Union County, SC (outlying): 45087","43900","Spartanburg, SC","metro","Spartanburg, SC (metro): 43900","c('45083','45087')","273","Greenville-Spartanburg-Anderson, SC","Greenville-Spartanburg-Anderson, SC: 273","c('45021','45007','45045','45059','45077','45001','45047','45073','45083','45087')"
"SD","Lawrence County","46081","central","Lawrence County, SD (central): 46081","43940","Spearfish, SD","micro","Spearfish, SD (micro): 43940","c('46081')","452","Rapid City-Spearfish, SD","Rapid City-Spearfish, SD: 452","c('46033','46093','46103','46081')"
"IA","Clay County","19041","central","Clay County, IA (central): 19041","43980","Spencer, IA","micro","Spencer, IA (micro): 43980","c('19041')","517","Spencer-Spirit Lake, IA","Spencer-Spirit Lake, IA: 517","c('19041','19059')"
"IA","Dickinson County","19059","central","Dickinson County, IA (central): 19059","44020","Spirit Lake, IA","micro","Spirit Lake, IA (micro): 44020","c('19059')","517","Spencer-Spirit Lake, IA","Spencer-Spirit Lake, IA: 517","c('19041','19059')"
"WA","Spokane County","53063","central","Spokane County, WA (central): 53063","44060","Spokane-Spokane Valley, WA","metro","Spokane-Spokane Valley, WA (metro): 44060","c('53063','53065')","518","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","Spokane-Spokane Valley-Coeur d'Alene, WA-ID: 518","c('16055','53063','53065')"
"WA","Stevens County","53065","outlying","Stevens County, WA (outlying): 53065","44060","Spokane-Spokane Valley, WA","metro","Spokane-Spokane Valley, WA (metro): 44060","c('53063','53065')","518","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","Spokane-Spokane Valley-Coeur d'Alene, WA-ID: 518","c('16055','53063','53065')"
"IL","Menard County","17129","outlying","Menard County, IL (outlying): 17129","44100","Springfield, IL","metro","Springfield, IL (metro): 44100","c('17129','17167')","522","Springfield-Jacksonville-Lincoln, IL","Springfield-Jacksonville-Lincoln, IL: 522","c('17137','17171','17107','17129','17167','17021')"
"IL","Sangamon County","17167","central","Sangamon County, IL (central): 17167","44100","Springfield, IL","metro","Springfield, IL (metro): 44100","c('17129','17167')","522","Springfield-Jacksonville-Lincoln, IL","Springfield-Jacksonville-Lincoln, IL: 522","c('17137','17171','17107','17129','17167','17021')"
"MA","Hampden County","25013","central","Hampden County, MA (central): 25013","44140","Springfield, MA","metro","Springfield, MA (metro): 44140","c('25013')","521","Springfield-Amherst Town-Northampton, MA","Springfield-Amherst Town-Northampton, MA: 521","c('25015','25011','25013')"
"MO","Christian County","29043","central","Christian County, MO (central): 29043","44180","Springfield, MO","metro","Springfield, MO (metro): 44180","c('29043','29059','29077','29167','29225')","","","",""
"MO","Dallas County","29059","outlying","Dallas County, MO (outlying): 29059","44180","Springfield, MO","metro","Springfield, MO (metro): 44180","c('29043','29059','29077','29167','29225')","","","",""
"MO","Greene County","29077","central","Greene County, MO (central): 29077","44180","Springfield, MO","metro","Springfield, MO (metro): 44180","c('29043','29059','29077','29167','29225')","","","",""
"MO","Polk County","29167","outlying","Polk County, MO (outlying): 29167","44180","Springfield, MO","metro","Springfield, MO (metro): 44180","c('29043','29059','29077','29167','29225')","","","",""
"MO","Webster County","29225","outlying","Webster County, MO (outlying): 29225","44180","Springfield, MO","metro","Springfield, MO (metro): 44180","c('29043','29059','29077','29167','29225')","","","",""
"OH","Clark County","39023","central","Clark County, OH (central): 39023","44220","Springfield, OH","metro","Springfield, OH (metro): 44220","c('39023')","212","Dayton-Springfield-Kettering, OH","Dayton-Springfield-Kettering, OH: 212","c('39057','39109','39113','39037','39149','39023','39021')"
"MN","Benton County","27009","central","Benton County, MN (central): 27009","41060","St. Cloud, MN","metro","St. Cloud, MN (metro): 41060","c('27009','27145')","378","Minneapolis-St. Paul, MN-WI","Minneapolis-St. Paul, MN-WI: 378","c('27131','27085','27003','27019','27025','27037','27053','27059','27079','27095','27123','27139','27141','27163','27171','55093','55109','27147','27049','27009','27145')"
"MN","Stearns County","27145","central","Stearns County, MN (central): 27145","41060","St. Cloud, MN","metro","St. Cloud, MN (metro): 41060","c('27009','27145')","378","Minneapolis-St. Paul, MN-WI","Minneapolis-St. Paul, MN-WI: 378","c('27131','27085','27003','27019','27025','27037','27053','27059','27079','27095','27123','27139','27141','27163','27171','55093','55109','27147','27049','27009','27145')"
"UT","Washington County","49053","central","Washington County, UT (central): 49053","41100","St. George, UT","metro","St. George, UT (metro): 41100","c('49053')","","","",""
"KS","Doniphan County","20043","outlying","Doniphan County, KS (outlying): 20043","41140","St. Joseph, MO-KS","metro","St. Joseph, MO-KS (metro): 41140","c('20043','29003','29021','29063')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Andrew County","29003","outlying","Andrew County, MO (outlying): 29003","41140","St. Joseph, MO-KS","metro","St. Joseph, MO-KS (metro): 41140","c('20043','29003','29021','29063')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","Buchanan County","29021","central","Buchanan County, MO (central): 29021","41140","St. Joseph, MO-KS","metro","St. Joseph, MO-KS (metro): 41140","c('20043','29003','29021','29063')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"MO","DeKalb County","29063","outlying","DeKalb County, MO (outlying): 29063","41140","St. Joseph, MO-KS","metro","St. Joseph, MO-KS (metro): 41140","c('20043','29003','29021','29063')","312","Kansas City-Overland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS: 312","c('20005','20091','20103','20107','20121','20209','29013','29025','29037','29047','29049','29095','29107','29165','29177','20045','20059','20043','29003','29021','29063','29101')"
"IL","Bond County","17005","outlying","Bond County, IL (outlying): 17005","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Calhoun County","17013","outlying","Calhoun County, IL (outlying): 17013","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Clinton County","17027","outlying","Clinton County, IL (outlying): 17027","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Jersey County","17083","outlying","Jersey County, IL (outlying): 17083","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Macoupin County","17117","outlying","Macoupin County, IL (outlying): 17117","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Madison County","17119","central","Madison County, IL (central): 17119","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","Monroe County","17133","central","Monroe County, IL (central): 17133","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"IL","St. Clair County","17163","central","St. Clair County, IL (central): 17163","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","Franklin County","29071","outlying","Franklin County, MO (outlying): 29071","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","Jefferson County","29099","central","Jefferson County, MO (central): 29099","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","Lincoln County","29113","outlying","Lincoln County, MO (outlying): 29113","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","St. Charles County","29183","central","St. Charles County, MO (central): 29183","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","St. Louis County","29189","central","St. Louis County, MO (central): 29189","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","Warren County","29219","outlying","Warren County, MO (outlying): 29219","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"MO","St. Louis city","29510","central","St. Louis city, MO (central): 29510","41180","St. Louis, MO-IL","metro","St. Louis, MO-IL (metro): 41180","c('17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')","476","St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL: 476","c('17121','29187','17005','17013','17027','17083','17117','17119','17133','17163','29071','29099','29113','29183','29189','29219','29510')"
"PA","Elk County","42047","central","Elk County, PA (central): 42047","41260","St. Marys, PA","micro","St. Marys, PA (micro): 41260","c('42047')","","","",""
"MS","Oktibbeha County","28105","central","Oktibbeha County, MS (central): 28105","44260","Starkville, MS","micro","Starkville, MS (micro): 44260","c('28105','28155')","523","Starkville-Columbus, MS","Starkville-Columbus, MS: 523","c('28087','28103','28105','28155')"
"MS","Webster County","28155","outlying","Webster County, MS (outlying): 28155","44260","Starkville, MS","micro","Starkville, MS (micro): 44260","c('28105','28155')","523","Starkville-Columbus, MS","Starkville-Columbus, MS: 523","c('28087','28103','28105','28155')"
"PA","Centre County","42027","central","Centre County, PA (central): 42027","44300","State College, PA","metro","State College, PA (metro): 44300","c('42027')","524","State College-DuBois, PA","State College-DuBois, PA: 524","c('42033','42027')"
"GA","Bulloch County","13031","central","Bulloch County, GA (central): 13031","44340","Statesboro, GA","micro","Statesboro, GA (micro): 44340","c('13031','13109')","496","Savannah-Hinesville-Statesboro, GA","Savannah-Hinesville-Statesboro, GA: 496","c('13179','13183','13305','13029','13051','13103','13031','13109')"
"GA","Evans County","13109","outlying","Evans County, GA (outlying): 13109","44340","Statesboro, GA","micro","Statesboro, GA (micro): 44340","c('13031','13109')","496","Savannah-Hinesville-Statesboro, GA","Savannah-Hinesville-Statesboro, GA: 496","c('13179','13183','13305','13029','13051','13103','13031','13109')"
"VA","Augusta County","51015","central","Augusta County, VA (central): 51015","44420","Staunton-Stuarts Draft, VA","metro","Staunton-Stuarts Draft, VA (metro): 44420","c('51015','51790','51820')","277","Harrisonburg-Staunton-Stuarts Draft, VA","Harrisonburg-Staunton-Stuarts Draft, VA: 277","c('51165','51660','51015','51790','51820')"
"VA","Staunton city","51790","central","Staunton city, VA (central): 51790","44420","Staunton-Stuarts Draft, VA","metro","Staunton-Stuarts Draft, VA (metro): 44420","c('51015','51790','51820')","277","Harrisonburg-Staunton-Stuarts Draft, VA","Harrisonburg-Staunton-Stuarts Draft, VA: 277","c('51165','51660','51015','51790','51820')"
"VA","Waynesboro city","51820","central","Waynesboro city, VA (central): 51820","44420","Staunton-Stuarts Draft, VA","metro","Staunton-Stuarts Draft, VA (metro): 44420","c('51015','51790','51820')","277","Harrisonburg-Staunton-Stuarts Draft, VA","Harrisonburg-Staunton-Stuarts Draft, VA: 277","c('51165','51660','51015','51790','51820')"
"CO","Moffat County","08081","outlying","Moffat County, CO (outlying): 08081","44460","Steamboat Springs, CO","micro","Steamboat Springs, CO (micro): 44460","c('08081','08107')","","","",""
"CO","Routt County","08107","central","Routt County, CO (central): 08107","44460","Steamboat Springs, CO","micro","Steamboat Springs, CO (micro): 44460","c('08081','08107')","","","",""
"TX","Erath County","48143","central","Erath County, TX (central): 48143","44500","Stephenville, TX","micro","Stephenville, TX (micro): 44500","c('48143')","","","",""
"CO","Logan County","08075","central","Logan County, CO (central): 08075","44540","Sterling, CO","micro","Sterling, CO (micro): 44540","c('08075')","","","",""
"IL","Whiteside County","17195","central","Whiteside County, IL (central): 17195","44580","Sterling, IL","micro","Sterling, IL (micro): 44580","c('17195')","221","Dixon-Sterling, IL","Dixon-Sterling, IL: 221","c('17103','17195')"
"WI","Portage County","55097","central","Portage County, WI (central): 55097","44620","Stevens Point-Plover, WI","micro","Stevens Point-Plover, WI (micro): 44620","c('55097')","554","Wausau-Stevens Point-Wisconsin Rapids, WI","Wausau-Stevens Point-Wisconsin Rapids, WI: 554","c('55097','55073','55141')"
"OK","Payne County","40119","central","Payne County, OK (central): 40119","44660","Stillwater, OK","micro","Stillwater, OK (micro): 44660","c('40119')","","","",""
"CA","San Joaquin County","06077","central","San Joaquin County, CA (central): 06077","44700","Stockton-Lodi, CA","metro","Stockton-Lodi, CA (metro): 44700","c('06077')","488","San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA: 488","c('06047','06099','06055','06001','06013','06041','06075','06081','06069','06085','06087','06077','06095')"
"IA","Buena Vista County","19021","central","Buena Vista County, IA (central): 19021","44740","Storm Lake, IA","micro","Storm Lake, IA (micro): 44740","c('19021')","","","",""
"MI","St. Joseph County","26149","central","St. Joseph County, MI (central): 26149","44780","Sturgis, MI","micro","Sturgis, MI (micro): 44780","c('26149')","310","Kalamazoo-Battle Creek-Portage, MI","Kalamazoo-Battle Creek-Portage, MI: 310","c('26025','26077','26149')"
"TX","Hopkins County","48223","central","Hopkins County, TX (central): 48223","44860","Sulphur Springs, TX","micro","Sulphur Springs, TX (micro): 44860","c('48223')","206","Dallas-Fort Worth, TX-OK","Dallas-Fort Worth, TX-OK: 206","c('48213','48147','48349','48085','48113','48121','48139','48231','48251','48257','48367','48397','48439','48497','40013','48097','48221','48363','48181','48223')"
