"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"GA","Chattooga County","13055","central","Chattooga County, GA (central): 13055","44900","Summerville, GA","micro","Summerville, GA (micro): 44900","c('13055')","174","Chattanooga-Cleveland-Dalton, TN-GA-AL","Chattanooga-Cleveland-Dalton, TN-GA-AL: 174","c('47107','47121','13047','13083','13295','47065','47115','47153','47011','47139','13213','13313','01071','13055')"
"SC","Sumter County","45085","central","Sumter County, SC (central): 45085","44940","Sumter, SC","metro","Sumter, SC (metro): 44940","c('45085')","192","Columbia-Sumter-Orangeburg, SC","Columbia-Sumter-Orangeburg, SC: 192","c('45017','45039','45055','45063','45079','45081','45071','45075','45085')"
"PA","Montour County","42093","outlying","Montour County, PA (outlying): 42093","44980","Sunbury, PA","micro","Sunbury, PA (micro): 44980","c('42093','42097')","146","Bloomsburg-Berwick-Sunbury, PA","Bloomsburg-Berwick-Sunbury, PA: 146","c('42037','42119','42109','42093','42097')"
"PA","Northumberland County","42097","central","Northumberland County, PA (central): 42097","44980","Sunbury, PA","micro","Sunbury, PA (micro): 44980","c('42093','42097')","146","Bloomsburg-Berwick-Sunbury, PA","Bloomsburg-Berwick-Sunbury, PA: 146","c('42037','42119','42109','42093','42097')"
"CA","Lassen County","06035","central","Lassen County, CA (central): 06035","45000","Susanville, CA","micro","Susanville, CA (micro): 45000","c('06035')","","","",""
"TX","Nolan County","48353","central","Nolan County, TX (central): 48353","45020","Sweetwater, TX","micro","Sweetwater, TX (micro): 45020","c('48353')","101","Abilene-Sweetwater, TX","Abilene-Sweetwater, TX: 101","c('48059','48253','48441','48353')"
"NY","Madison County","36053","outlying","Madison County, NY (outlying): 36053","45060","Syracuse, NY","metro","Syracuse, NY (metro): 45060","c('36053','36067','36075')","532","Syracuse-Auburn, NY","Syracuse-Auburn, NY: 532","c('36011','36053','36067','36075')"
"NY","Onondaga County","36067","central","Onondaga County, NY (central): 36067","45060","Syracuse, NY","metro","Syracuse, NY (metro): 45060","c('36053','36067','36075')","532","Syracuse-Auburn, NY","Syracuse-Auburn, NY: 532","c('36011','36053','36067','36075')"
"NY","Oswego County","36075","outlying","Oswego County, NY (outlying): 36075","45060","Syracuse, NY","metro","Syracuse, NY (metro): 45060","c('36053','36067','36075')","532","Syracuse-Auburn, NY","Syracuse-Auburn, NY: 532","c('36011','36053','36067','36075')"
"OK","Cherokee County","40021","central","Cherokee County, OK (central): 40021","45140","Tahlequah, OK","micro","Tahlequah, OK (micro): 45140","c('40021')","","","",""
"AL","Coosa County","01037","outlying","Coosa County, AL (outlying): 01037","45180","Talladega-Sylacauga, AL","micro","Talladega-Sylacauga, AL (micro): 45180","c('01037','01121')","142","Birmingham-Cullman-Talladega, AL","Birmingham-Cullman-Talladega, AL: 142","c('01007','01009','01021','01073','01115','01117','01127','01043','01037','01121')"
"AL","Talladega County","01121","central","Talladega County, AL (central): 01121","45180","Talladega-Sylacauga, AL","micro","Talladega-Sylacauga, AL (micro): 45180","c('01037','01121')","142","Birmingham-Cullman-Talladega, AL","Birmingham-Cullman-Talladega, AL: 142","c('01007','01009','01021','01073','01115','01117','01127','01043','01037','01121')"
"FL","Gadsden County","12039","outlying","Gadsden County, FL (outlying): 12039","45220","Tallahassee, FL","metro","Tallahassee, FL (metro): 45220","c('12039','12065','12073','12129')","533","Tallahassee-Bainbridge, FL-GA","Tallahassee-Bainbridge, FL-GA: 533","c('13087','12039','12065','12073','12129')"
"FL","Jefferson County","12065","outlying","Jefferson County, FL (outlying): 12065","45220","Tallahassee, FL","metro","Tallahassee, FL (metro): 45220","c('12039','12065','12073','12129')","533","Tallahassee-Bainbridge, FL-GA","Tallahassee-Bainbridge, FL-GA: 533","c('13087','12039','12065','12073','12129')"
"FL","Leon County","12073","central","Leon County, FL (central): 12073","45220","Tallahassee, FL","metro","Tallahassee, FL (metro): 45220","c('12039','12065','12073','12129')","533","Tallahassee-Bainbridge, FL-GA","Tallahassee-Bainbridge, FL-GA: 533","c('13087','12039','12065','12073','12129')"
"FL","Wakulla County","12129","outlying","Wakulla County, FL (outlying): 12129","45220","Tallahassee, FL","metro","Tallahassee, FL (metro): 45220","c('12039','12065','12073','12129')","533","Tallahassee-Bainbridge, FL-GA","Tallahassee-Bainbridge, FL-GA: 533","c('13087','12039','12065','12073','12129')"
"FL","Hernando County","12053","outlying","Hernando County, FL (outlying): 12053","45300","Tampa-St. Petersburg-Clearwater, FL","metro","Tampa-St. Petersburg-Clearwater, FL (metro): 45300","c('12053','12057','12101','12103')","","","",""
"FL","Hillsborough County","12057","central","Hillsborough County, FL (central): 12057","45300","Tampa-St. Petersburg-Clearwater, FL","metro","Tampa-St. Petersburg-Clearwater, FL (metro): 45300","c('12053','12057','12101','12103')","","","",""
"FL","Pasco County","12101","central","Pasco County, FL (central): 12101","45300","Tampa-St. Petersburg-Clearwater, FL","metro","Tampa-St. Petersburg-Clearwater, FL (metro): 45300","c('12053','12057','12101','12103')","","","",""
"FL","Pinellas County","12103","central","Pinellas County, FL (central): 12103","45300","Tampa-St. Petersburg-Clearwater, FL","metro","Tampa-St. Petersburg-Clearwater, FL (metro): 45300","c('12053','12057','12101','12103')","","","",""
"NM","Taos County","35055","central","Taos County, NM (central): 35055","45340","Taos, NM","micro","Taos, NM (micro): 45340","c('35055')","","","",""
"IL","Christian County","17021","central","Christian County, IL (central): 17021","45380","Taylorville, IL","micro","Taylorville, IL (micro): 45380","c('17021')","522","Springfield-Jacksonville-Lincoln, IL","Springfield-Jacksonville-Lincoln, IL: 522","c('17137','17171','17107','17129','17167','17021')"
"IN","Clay County","18021","outlying","Clay County, IN (outlying): 18021","45460","Terre Haute, IN","metro","Terre Haute, IN (metro): 45460","c('18021','18153','18165','18167')","","","",""
"IN","Sullivan County","18153","outlying","Sullivan County, IN (outlying): 18153","45460","Terre Haute, IN","metro","Terre Haute, IN (metro): 45460","c('18021','18153','18165','18167')","","","",""
"IN","Vermillion County","18165","outlying","Vermillion County, IN (outlying): 18165","45460","Terre Haute, IN","metro","Terre Haute, IN (metro): 45460","c('18021','18153','18165','18167')","","","",""
"IN","Vigo County","18167","central","Vigo County, IN (central): 18167","45460","Terre Haute, IN","metro","Terre Haute, IN (metro): 45460","c('18021','18153','18165','18167')","","","",""
"AR","Little River County","05081","outlying","Little River County, AR (outlying): 05081","45500","Texarkana, TX-AR","metro","Texarkana, TX-AR (metro): 45500","c('05081','05091','48037')","","","",""
"AR","Miller County","05091","central","Miller County, AR (central): 05091","45500","Texarkana, TX-AR","metro","Texarkana, TX-AR (metro): 45500","c('05081','05091','48037')","","","",""
"TX","Bowie County","48037","central","Bowie County, TX (central): 48037","45500","Texarkana, TX-AR","metro","Texarkana, TX-AR (metro): 45500","c('05081','05091','48037')","","","",""
"OR","Wasco County","41065","central","Wasco County, OR (central): 41065","45520","The Dalles, OR","micro","The Dalles, OR (micro): 45520","c('41065')","","","",""
"GA","Upson County","13293","central","Upson County, GA (central): 13293","45580","Thomaston, GA","micro","Thomaston, GA (micro): 45580","c('13293')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Grady County","13131","outlying","Grady County, GA (outlying): 13131","45620","Thomasville, GA","micro","Thomasville, GA (micro): 45620","c('13131','13275')","","","",""
"GA","Thomas County","13275","central","Thomas County, GA (central): 13275","45620","Thomasville, GA","micro","Thomasville, GA (micro): 45620","c('13131','13275')","","","",""
"OH","Seneca County","39147","central","Seneca County, OH (central): 39147","45660","Tiffin, OH","micro","Tiffin, OH (micro): 45660","c('39147')","248","Findlay-Tiffin, OH","Findlay-Tiffin, OH: 248","c('39063','39147')"
"GA","Tift County","13277","central","Tift County, GA (central): 13277","45700","Tifton, GA","micro","Tifton, GA (micro): 45700","c('13277','13287')","","","",""
"GA","Turner County","13287","outlying","Turner County, GA (outlying): 13287","45700","Tifton, GA","micro","Tifton, GA (micro): 45700","c('13277','13287')","","","",""
"GA","Stephens County","13257","central","Stephens County, GA (central): 13257","45740","Toccoa, GA","micro","Toccoa, GA (micro): 45740","c('13257')","","","",""
"OH","Fulton County","39051","outlying","Fulton County, OH (outlying): 39051","45780","Toledo, OH","metro","Toledo, OH (metro): 45780","c('39051','39095','39173')","","","",""
"OH","Lucas County","39095","central","Lucas County, OH (central): 39095","45780","Toledo, OH","metro","Toledo, OH (metro): 45780","c('39051','39095','39173')","","","",""
"OH","Wood County","39173","central","Wood County, OH (central): 39173","45780","Toledo, OH","metro","Toledo, OH (metro): 45780","c('39051','39095','39173')","","","",""
"KS","Jackson County","20085","outlying","Jackson County, KS (outlying): 20085","45820","Topeka, KS","metro","Topeka, KS (metro): 45820","c('20085','20087','20139','20177','20197')","","","",""
"KS","Jefferson County","20087","outlying","Jefferson County, KS (outlying): 20087","45820","Topeka, KS","metro","Topeka, KS (metro): 45820","c('20085','20087','20139','20177','20197')","","","",""
"KS","Osage County","20139","outlying","Osage County, KS (outlying): 20139","45820","Topeka, KS","metro","Topeka, KS (metro): 45820","c('20085','20087','20139','20177','20197')","","","",""
"KS","Shawnee County","20177","central","Shawnee County, KS (central): 20177","45820","Topeka, KS","metro","Topeka, KS (metro): 45820","c('20085','20087','20139','20177','20197')","","","",""
"KS","Wabaunsee County","20197","outlying","Wabaunsee County, KS (outlying): 20197","45820","Topeka, KS","metro","Topeka, KS (metro): 45820","c('20085','20087','20139','20177','20197')","","","",""
"CT","Northwest Hills Planning Region","09160","central","Northwest Hills Planning Region, CT (central): 09160","45860","Torrington, CT","micro","Torrington, CT (micro): 45860","c('09160')","405","New Haven-Hartford-Waterbury, CT","New Haven-Hartford-Waterbury, CT: 405","c('09110','09130','09170','09180','09150','09160','09140')"
"TX","Reeves County","48389","central","Reeves County, TX (central): 48389","45880","Town of Pecos, TX","micro","Town of Pecos, TX (micro): 45880","c('48389')","","","",""
"MI","Benzie County","26019","outlying","Benzie County, MI (outlying): 26019","45900","Traverse City, MI","metro","Traverse City, MI (metro): 45900","c('26019','26055','26079','26089')","","","",""
"MI","Grand Traverse County","26055","central","Grand Traverse County, MI (central): 26055","45900","Traverse City, MI","metro","Traverse City, MI (metro): 45900","c('26019','26055','26079','26089')","","","",""
"MI","Kalkaska County","26079","outlying","Kalkaska County, MI (outlying): 26079","45900","Traverse City, MI","metro","Traverse City, MI (metro): 45900","c('26019','26055','26079','26089')","","","",""
"MI","Leelanau County","26089","outlying","Leelanau County, MI (outlying): 26089","45900","Traverse City, MI","metro","Traverse City, MI (metro): 45900","c('26019','26055','26079','26089')","","","",""
"NJ","Mercer County","34021","central","Mercer County, NJ (central): 34021","45940","Trenton-Princeton, NJ","metro","Trenton-Princeton, NJ (metro): 45940","c('34021')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"AL","Pike County","01109","central","Pike County, AL (central): 01109","45980","Troy, AL","micro","Troy, AL (micro): 45980","c('01109')","","","",""
"CA","Nevada County","06057","central","Nevada County, CA (central): 06057","46020","Truckee-Grass Valley, CA","micro","Truckee-Grass Valley, CA (micro): 46020","c('06057')","472","Sacramento-Roseville, CA","Sacramento-Roseville, CA: 472","c('06017','06061','06067','06113','06057','06101','06115')"
"AZ","Pima County","04019","central","Pima County, AZ (central): 04019","46060","Tucson, AZ","metro","Tucson, AZ (metro): 46060","c('04019')","536","Tucson-Nogales, AZ","Tucson-Nogales, AZ: 536","c('04023','04019')"
"TN","Coffee County","47031","central","Coffee County, TN (central): 47031","46100","Tullahoma-Manchester, TN","micro","Tullahoma-Manchester, TN (micro): 46100","c('47031','47127')","400","Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN: 400","c('47099','47117','47015','47021','47037','47043','47081','47111','47119','47147','47149','47159','47165','47169','47187','47189','47003','47031','47127','47051')"
"TN","Moore County","47127","outlying","Moore County, TN (outlying): 47127","46100","Tullahoma-Manchester, TN","micro","Tullahoma-Manchester, TN (micro): 46100","c('47031','47127')","400","Nashville-Davidson--Murfreesboro, TN","Nashville-Davidson--Murfreesboro, TN: 400","c('47099','47117','47015','47021','47037','47043','47081','47111','47119','47147','47149','47159','47165','47169','47187','47189','47003','47031','47127','47051')"
"OK","Creek County","40037","central","Creek County, OK (central): 40037","46140","Tulsa, OK","metro","Tulsa, OK (metro): 46140","c('40037','40111','40113','40117','40131','40143','40145')","538","Tulsa-Bartlesville-Muskogee, OK","Tulsa-Bartlesville-Muskogee, OK: 538","c('40147','40101','40037','40111','40113','40117','40131','40143','40145')"
"OK","Okmulgee County","40111","outlying","Okmulgee County, OK (outlying): 40111","46140","Tulsa, OK","metro","Tulsa, OK (metro): 46140","c('40037','40111','40113','40117','40131','40143','40145')","538","Tulsa-Bartlesville-Muskogee, OK","Tulsa-Bartlesville-Muskogee, OK: 538","c('40147','40101','40037','40111','40113','40117','40131','40143','40145')"
